coords,lat,lon
"15.675, -60.775",15.675,-60.775
"15.675, -60.8",15.675,-60.8
"15.675, -60.825",15.675,-60.825
"15.675, -60.85",15.675,-60.85
"15.675, -60.875",15.675,-60.875
"15.675, -60.9",15.675,-60.9
"15.675, -60.925",15.675,-60.925
"15.675, -60.95",15.675,-60.95
"15.675, -60.975",15.675,-60.975
"15.675, -61",15.675,-61
"15.675, -61.025",15.675,-61.025
"15.675, -61.05",15.675,-61.05
"15.675, -61.075",15.675,-61.075
"15.675, -61.1",15.675,-61.1
"15.675, -61.125",15.675,-61.125
"15.675, -61.15",15.675,-61.15
"15.675, -61.175",15.675,-61.175
"15.675, -61.2",15.675,-61.2
"15.675, -61.225",15.675,-61.225
"15.675, -61.25",15.675,-61.25
"15.675, -61.275",15.675,-61.275
"15.675, -61.3",15.675,-61.3
"15.675, -61.325",15.675,-61.325
"15.675, -61.35",15.675,-61.35
"15.675, -61.375",15.675,-61.375
"15.675, -61.4",15.675,-61.4
"15.675, -61.425",15.675,-61.425
"15.675, -61.45",15.675,-61.45
"15.675, -61.475",15.675,-61.475
"15.675, -61.5",15.675,-61.5
"15.675, -61.525",15.675,-61.525
"15.675, -61.55",15.675,-61.55
"15.675, -61.575",15.675,-61.575
"15.675, -61.6",15.675,-61.6
"15.675, -61.625",15.675,-61.625
"15.675, -61.65",15.675,-61.65
"15.675, -61.675",15.675,-61.675
"15.675, -61.7",15.675,-61.7
"15.675, -61.725",15.675,-61.725
"15.675, -61.75",15.675,-61.75
"15.675, -61.775",15.675,-61.775
"15.675, -61.8",15.675,-61.8
"15.675, -61.825",15.675,-61.825
"15.675, -61.85",15.675,-61.85
"15.675, -61.875",15.675,-61.875
"15.675, -61.9",15.675,-61.9
"15.675, -61.925",15.675,-61.925
"15.675, -61.95",15.675,-61.95
"15.675, -61.975",15.675,-61.975
"15.675, -62",15.675,-62
"15.675, -62.025",15.675,-62.025
"15.675, -62.05",15.675,-62.05
"15.675, -62.075",15.675,-62.075
"15.675, -62.1",15.675,-62.1
"15.675, -62.125",15.675,-62.125
"15.675, -62.15",15.675,-62.15
"15.675, -62.175",15.675,-62.175
"15.675, -62.2",15.675,-62.2
"15.7, -60.4",15.7,-60.4
"15.7, -60.425",15.7,-60.425
"15.7, -60.45",15.7,-60.45
"15.7, -60.475",15.7,-60.475
"15.7, -60.5",15.7,-60.5
"15.7, -60.525",15.7,-60.525
"15.7, -60.55",15.7,-60.55
"15.7, -60.575",15.7,-60.575
"15.7, -60.6",15.7,-60.6
"15.7, -60.625",15.7,-60.625
"15.7, -60.65",15.7,-60.65
"15.7, -60.675",15.7,-60.675
"15.7, -60.7",15.7,-60.7
"15.7, -60.725",15.7,-60.725
"15.7, -60.75",15.7,-60.75
"15.7, -60.775",15.7,-60.775
"15.7, -60.8",15.7,-60.8
"15.7, -60.825",15.7,-60.825
"15.7, -60.85",15.7,-60.85
"15.7, -60.875",15.7,-60.875
"15.7, -60.9",15.7,-60.9
"15.7, -60.925",15.7,-60.925
"15.7, -60.95",15.7,-60.95
"15.7, -60.975",15.7,-60.975
"15.7, -61",15.7,-61
"15.7, -61.025",15.7,-61.025
"15.7, -61.05",15.7,-61.05
"15.7, -61.075",15.7,-61.075
"15.7, -61.1",15.7,-61.1
"15.7, -61.125",15.7,-61.125
"15.7, -61.15",15.7,-61.15
"15.7, -61.175",15.7,-61.175
"15.7, -61.2",15.7,-61.2
"15.7, -61.225",15.7,-61.225
"15.7, -61.25",15.7,-61.25
"15.7, -61.275",15.7,-61.275
"15.7, -61.3",15.7,-61.3
"15.7, -61.325",15.7,-61.325
"15.7, -61.35",15.7,-61.35
"15.7, -61.375",15.7,-61.375
"15.7, -61.4",15.7,-61.4
"15.7, -61.425",15.7,-61.425
"15.7, -61.45",15.7,-61.45
"15.7, -61.475",15.7,-61.475
"15.7, -61.5",15.7,-61.5
"15.7, -61.525",15.7,-61.525
"15.7, -61.55",15.7,-61.55
"15.7, -61.575",15.7,-61.575
"15.7, -61.6",15.7,-61.6
"15.7, -61.625",15.7,-61.625
"15.7, -61.65",15.7,-61.65
"15.7, -61.675",15.7,-61.675
"15.7, -61.7",15.7,-61.7
"15.7, -61.725",15.7,-61.725
"15.7, -61.75",15.7,-61.75
"15.7, -61.775",15.7,-61.775
"15.7, -61.8",15.7,-61.8
"15.7, -61.825",15.7,-61.825
"15.7, -61.85",15.7,-61.85
"15.7, -61.875",15.7,-61.875
"15.7, -61.9",15.7,-61.9
"15.7, -61.925",15.7,-61.925
"15.7, -61.95",15.7,-61.95
"15.7, -61.975",15.7,-61.975
"15.7, -62",15.7,-62
"15.7, -62.025",15.7,-62.025
"15.7, -62.05",15.7,-62.05
"15.7, -62.075",15.7,-62.075
"15.7, -62.1",15.7,-62.1
"15.7, -62.125",15.7,-62.125
"15.7, -62.15",15.7,-62.15
"15.7, -62.175",15.7,-62.175
"15.7, -62.2",15.7,-62.2
"15.725, -60.4",15.725,-60.4
"15.725, -60.425",15.725,-60.425
"15.725, -60.45",15.725,-60.45
"15.725, -60.475",15.725,-60.475
"15.725, -60.5",15.725,-60.5
"15.725, -60.525",15.725,-60.525
"15.725, -60.55",15.725,-60.55
"15.725, -60.575",15.725,-60.575
"15.725, -60.6",15.725,-60.6
"15.725, -60.625",15.725,-60.625
"15.725, -60.65",15.725,-60.65
"15.725, -60.675",15.725,-60.675
"15.725, -60.7",15.725,-60.7
"15.725, -60.725",15.725,-60.725
"15.725, -60.75",15.725,-60.75
"15.725, -60.775",15.725,-60.775
"15.725, -60.8",15.725,-60.8
"15.725, -60.825",15.725,-60.825
"15.725, -60.85",15.725,-60.85
"15.725, -60.875",15.725,-60.875
"15.725, -60.9",15.725,-60.9
"15.725, -60.925",15.725,-60.925
"15.725, -60.95",15.725,-60.95
"15.725, -60.975",15.725,-60.975
"15.725, -61",15.725,-61
"15.725, -61.025",15.725,-61.025
"15.725, -61.05",15.725,-61.05
"15.725, -61.075",15.725,-61.075
"15.725, -61.1",15.725,-61.1
"15.725, -61.125",15.725,-61.125
"15.725, -61.15",15.725,-61.15
"15.725, -61.175",15.725,-61.175
"15.725, -61.2",15.725,-61.2
"15.725, -61.225",15.725,-61.225
"15.725, -61.25",15.725,-61.25
"15.725, -61.275",15.725,-61.275
"15.725, -61.3",15.725,-61.3
"15.725, -61.325",15.725,-61.325
"15.725, -61.35",15.725,-61.35
"15.725, -61.375",15.725,-61.375
"15.725, -61.4",15.725,-61.4
"15.725, -61.425",15.725,-61.425
"15.725, -61.45",15.725,-61.45
"15.725, -61.475",15.725,-61.475
"15.725, -61.5",15.725,-61.5
"15.725, -61.525",15.725,-61.525
"15.725, -61.55",15.725,-61.55
"15.725, -61.575",15.725,-61.575
"15.725, -61.6",15.725,-61.6
"15.725, -61.625",15.725,-61.625
"15.725, -61.65",15.725,-61.65
"15.725, -61.675",15.725,-61.675
"15.725, -61.7",15.725,-61.7
"15.725, -61.725",15.725,-61.725
"15.725, -61.75",15.725,-61.75
"15.725, -61.775",15.725,-61.775
"15.725, -61.8",15.725,-61.8
"15.725, -61.825",15.725,-61.825
"15.725, -61.85",15.725,-61.85
"15.725, -61.875",15.725,-61.875
"15.725, -61.9",15.725,-61.9
"15.725, -61.925",15.725,-61.925
"15.725, -61.95",15.725,-61.95
"15.725, -61.975",15.725,-61.975
"15.725, -62",15.725,-62
"15.725, -62.025",15.725,-62.025
"15.725, -62.05",15.725,-62.05
"15.725, -62.075",15.725,-62.075
"15.725, -62.1",15.725,-62.1
"15.725, -62.125",15.725,-62.125
"15.725, -62.15",15.725,-62.15
"15.725, -62.175",15.725,-62.175
"15.725, -62.2",15.725,-62.2
"15.75, -60.4",15.75,-60.4
"15.75, -60.425",15.75,-60.425
"15.75, -60.45",15.75,-60.45
"15.75, -60.475",15.75,-60.475
"15.75, -60.5",15.75,-60.5
"15.75, -60.525",15.75,-60.525
"15.75, -60.55",15.75,-60.55
"15.75, -60.575",15.75,-60.575
"15.75, -60.6",15.75,-60.6
"15.75, -60.625",15.75,-60.625
"15.75, -60.65",15.75,-60.65
"15.75, -60.675",15.75,-60.675
"15.75, -60.7",15.75,-60.7
"15.75, -60.725",15.75,-60.725
"15.75, -60.75",15.75,-60.75
"15.75, -60.775",15.75,-60.775
"15.75, -60.8",15.75,-60.8
"15.75, -60.825",15.75,-60.825
"15.75, -60.85",15.75,-60.85
"15.75, -60.875",15.75,-60.875
"15.75, -60.9",15.75,-60.9
"15.75, -60.925",15.75,-60.925
"15.75, -60.95",15.75,-60.95
"15.75, -60.975",15.75,-60.975
"15.75, -61",15.75,-61
"15.75, -61.025",15.75,-61.025
"15.75, -61.05",15.75,-61.05
"15.75, -61.075",15.75,-61.075
"15.75, -61.1",15.75,-61.1
"15.75, -61.125",15.75,-61.125
"15.75, -61.15",15.75,-61.15
"15.75, -61.175",15.75,-61.175
"15.75, -61.2",15.75,-61.2
"15.75, -61.225",15.75,-61.225
"15.75, -61.25",15.75,-61.25
"15.75, -61.275",15.75,-61.275
"15.75, -61.3",15.75,-61.3
"15.75, -61.325",15.75,-61.325
"15.75, -61.35",15.75,-61.35
"15.75, -61.375",15.75,-61.375
"15.75, -61.4",15.75,-61.4
"15.75, -61.425",15.75,-61.425
"15.75, -61.45",15.75,-61.45
"15.75, -61.475",15.75,-61.475
"15.75, -61.5",15.75,-61.5
"15.75, -61.525",15.75,-61.525
"15.75, -61.55",15.75,-61.55
"15.75, -61.575",15.75,-61.575
"15.75, -61.6",15.75,-61.6
"15.75, -61.625",15.75,-61.625
"15.75, -61.65",15.75,-61.65
"15.75, -61.675",15.75,-61.675
"15.75, -61.7",15.75,-61.7
"15.75, -61.725",15.75,-61.725
"15.75, -61.75",15.75,-61.75
"15.75, -61.775",15.75,-61.775
"15.75, -61.8",15.75,-61.8
"15.75, -61.825",15.75,-61.825
"15.75, -61.85",15.75,-61.85
"15.75, -61.875",15.75,-61.875
"15.75, -61.9",15.75,-61.9
"15.75, -61.925",15.75,-61.925
"15.75, -61.95",15.75,-61.95
"15.75, -61.975",15.75,-61.975
"15.75, -62",15.75,-62
"15.75, -62.025",15.75,-62.025
"15.75, -62.05",15.75,-62.05
"15.75, -62.075",15.75,-62.075
"15.75, -62.1",15.75,-62.1
"15.75, -62.125",15.75,-62.125
"15.75, -62.15",15.75,-62.15
"15.75, -62.175",15.75,-62.175
"15.75, -62.2",15.75,-62.2
"15.775, -60.4",15.775,-60.4
"15.775, -60.425",15.775,-60.425
"15.775, -60.45",15.775,-60.45
"15.775, -60.475",15.775,-60.475
"15.775, -60.5",15.775,-60.5
"15.775, -60.525",15.775,-60.525
"15.775, -60.55",15.775,-60.55
"15.775, -60.575",15.775,-60.575
"15.775, -60.6",15.775,-60.6
"15.775, -60.625",15.775,-60.625
"15.775, -60.65",15.775,-60.65
"15.775, -60.675",15.775,-60.675
"15.775, -60.7",15.775,-60.7
"15.775, -60.725",15.775,-60.725
"15.775, -60.75",15.775,-60.75
"15.775, -60.775",15.775,-60.775
"15.775, -60.8",15.775,-60.8
"15.775, -60.825",15.775,-60.825
"15.775, -60.85",15.775,-60.85
"15.775, -60.875",15.775,-60.875
"15.775, -60.9",15.775,-60.9
"15.775, -60.925",15.775,-60.925
"15.775, -60.95",15.775,-60.95
"15.775, -60.975",15.775,-60.975
"15.775, -61",15.775,-61
"15.775, -61.025",15.775,-61.025
"15.775, -61.05",15.775,-61.05
"15.775, -61.075",15.775,-61.075
"15.775, -61.1",15.775,-61.1
"15.775, -61.125",15.775,-61.125
"15.775, -61.15",15.775,-61.15
"15.775, -61.175",15.775,-61.175
"15.775, -61.2",15.775,-61.2
"15.775, -61.225",15.775,-61.225
"15.775, -61.25",15.775,-61.25
"15.775, -61.275",15.775,-61.275
"15.775, -61.3",15.775,-61.3
"15.775, -61.325",15.775,-61.325
"15.775, -61.35",15.775,-61.35
"15.775, -61.375",15.775,-61.375
"15.775, -61.4",15.775,-61.4
"15.775, -61.425",15.775,-61.425
"15.775, -61.45",15.775,-61.45
"15.775, -61.475",15.775,-61.475
"15.775, -61.5",15.775,-61.5
"15.775, -61.525",15.775,-61.525
"15.775, -61.55",15.775,-61.55
"15.775, -61.575",15.775,-61.575
"15.775, -61.6",15.775,-61.6
"15.775, -61.625",15.775,-61.625
"15.775, -61.65",15.775,-61.65
"15.775, -61.675",15.775,-61.675
"15.775, -61.7",15.775,-61.7
"15.775, -61.725",15.775,-61.725
"15.775, -61.75",15.775,-61.75
"15.775, -61.775",15.775,-61.775
"15.775, -61.8",15.775,-61.8
"15.775, -61.825",15.775,-61.825
"15.775, -61.85",15.775,-61.85
"15.775, -61.875",15.775,-61.875
"15.775, -61.9",15.775,-61.9
"15.775, -61.925",15.775,-61.925
"15.775, -61.95",15.775,-61.95
"15.775, -61.975",15.775,-61.975
"15.775, -62",15.775,-62
"15.775, -62.025",15.775,-62.025
"15.775, -62.05",15.775,-62.05
"15.775, -62.075",15.775,-62.075
"15.775, -62.1",15.775,-62.1
"15.775, -62.125",15.775,-62.125
"15.775, -62.15",15.775,-62.15
"15.775, -62.175",15.775,-62.175
"15.775, -62.2",15.775,-62.2
"15.8, -60.4",15.8,-60.4
"15.8, -60.425",15.8,-60.425
"15.8, -60.45",15.8,-60.45
"15.8, -60.475",15.8,-60.475
"15.8, -60.5",15.8,-60.5
"15.8, -60.525",15.8,-60.525
"15.8, -60.55",15.8,-60.55
"15.8, -60.575",15.8,-60.575
"15.8, -60.6",15.8,-60.6
"15.8, -60.625",15.8,-60.625
"15.8, -60.65",15.8,-60.65
"15.8, -60.675",15.8,-60.675
"15.8, -60.7",15.8,-60.7
"15.8, -60.725",15.8,-60.725
"15.8, -60.75",15.8,-60.75
"15.8, -60.775",15.8,-60.775
"15.8, -60.8",15.8,-60.8
"15.8, -60.825",15.8,-60.825
"15.8, -60.85",15.8,-60.85
"15.8, -60.875",15.8,-60.875
"15.8, -60.9",15.8,-60.9
"15.8, -60.925",15.8,-60.925
"15.8, -60.95",15.8,-60.95
"15.8, -60.975",15.8,-60.975
"15.8, -61",15.8,-61
"15.8, -61.025",15.8,-61.025
"15.8, -61.05",15.8,-61.05
"15.8, -61.075",15.8,-61.075
"15.8, -61.1",15.8,-61.1
"15.8, -61.125",15.8,-61.125
"15.8, -61.15",15.8,-61.15
"15.8, -61.175",15.8,-61.175
"15.8, -61.2",15.8,-61.2
"15.8, -61.225",15.8,-61.225
"15.8, -61.25",15.8,-61.25
"15.8, -61.275",15.8,-61.275
"15.8, -61.3",15.8,-61.3
"15.8, -61.325",15.8,-61.325
"15.8, -61.35",15.8,-61.35
"15.8, -61.375",15.8,-61.375
"15.8, -61.4",15.8,-61.4
"15.8, -61.425",15.8,-61.425
"15.8, -61.45",15.8,-61.45
"15.8, -61.475",15.8,-61.475
"15.8, -61.5",15.8,-61.5
"15.8, -61.525",15.8,-61.525
"15.8, -61.55",15.8,-61.55
"15.8, -61.575",15.8,-61.575
"15.8, -61.6",15.8,-61.6
"15.8, -61.625",15.8,-61.625
"15.8, -61.65",15.8,-61.65
"15.8, -61.675",15.8,-61.675
"15.8, -61.7",15.8,-61.7
"15.8, -61.725",15.8,-61.725
"15.8, -61.75",15.8,-61.75
"15.8, -61.775",15.8,-61.775
"15.8, -61.8",15.8,-61.8
"15.8, -61.825",15.8,-61.825
"15.8, -61.85",15.8,-61.85
"15.8, -61.875",15.8,-61.875
"15.8, -61.9",15.8,-61.9
"15.8, -61.925",15.8,-61.925
"15.8, -61.95",15.8,-61.95
"15.8, -61.975",15.8,-61.975
"15.8, -62",15.8,-62
"15.8, -62.025",15.8,-62.025
"15.8, -62.05",15.8,-62.05
"15.8, -62.075",15.8,-62.075
"15.8, -62.1",15.8,-62.1
"15.8, -62.125",15.8,-62.125
"15.8, -62.15",15.8,-62.15
"15.8, -62.175",15.8,-62.175
"15.8, -62.2",15.8,-62.2
"15.825, -60.4",15.825,-60.4
"15.825, -60.425",15.825,-60.425
"15.825, -60.45",15.825,-60.45
"15.825, -60.475",15.825,-60.475
"15.825, -60.5",15.825,-60.5
"15.825, -60.525",15.825,-60.525
"15.825, -60.55",15.825,-60.55
"15.825, -60.575",15.825,-60.575
"15.825, -60.6",15.825,-60.6
"15.825, -60.625",15.825,-60.625
"15.825, -60.65",15.825,-60.65
"15.825, -60.675",15.825,-60.675
"15.825, -60.7",15.825,-60.7
"15.825, -60.725",15.825,-60.725
"15.825, -60.75",15.825,-60.75
"15.825, -60.775",15.825,-60.775
"15.825, -60.8",15.825,-60.8
"15.825, -60.825",15.825,-60.825
"15.825, -60.85",15.825,-60.85
"15.825, -60.875",15.825,-60.875
"15.825, -60.9",15.825,-60.9
"15.825, -60.925",15.825,-60.925
"15.825, -60.95",15.825,-60.95
"15.825, -60.975",15.825,-60.975
"15.825, -61",15.825,-61
"15.825, -61.025",15.825,-61.025
"15.825, -61.05",15.825,-61.05
"15.825, -61.075",15.825,-61.075
"15.825, -61.1",15.825,-61.1
"15.825, -61.125",15.825,-61.125
"15.825, -61.15",15.825,-61.15
"15.825, -61.175",15.825,-61.175
"15.825, -61.2",15.825,-61.2
"15.825, -61.225",15.825,-61.225
"15.825, -61.25",15.825,-61.25
"15.825, -61.275",15.825,-61.275
"15.825, -61.3",15.825,-61.3
"15.825, -61.325",15.825,-61.325
"15.825, -61.35",15.825,-61.35
"15.825, -61.375",15.825,-61.375
"15.825, -61.4",15.825,-61.4
"15.825, -61.425",15.825,-61.425
"15.825, -61.45",15.825,-61.45
"15.825, -61.475",15.825,-61.475
"15.825, -61.5",15.825,-61.5
"15.825, -61.525",15.825,-61.525
"15.825, -61.55",15.825,-61.55
"15.825, -61.575",15.825,-61.575
"15.825, -61.6",15.825,-61.6
"15.825, -61.625",15.825,-61.625
"15.825, -61.65",15.825,-61.65
"15.825, -61.675",15.825,-61.675
"15.825, -61.7",15.825,-61.7
"15.825, -61.725",15.825,-61.725
"15.825, -61.75",15.825,-61.75
"15.825, -61.775",15.825,-61.775
"15.825, -61.8",15.825,-61.8
"15.825, -61.825",15.825,-61.825
"15.825, -61.85",15.825,-61.85
"15.825, -61.875",15.825,-61.875
"15.825, -61.9",15.825,-61.9
"15.825, -61.925",15.825,-61.925
"15.825, -61.95",15.825,-61.95
"15.825, -61.975",15.825,-61.975
"15.825, -62",15.825,-62
"15.825, -62.025",15.825,-62.025
"15.825, -62.05",15.825,-62.05
"15.825, -62.075",15.825,-62.075
"15.825, -62.1",15.825,-62.1
"15.825, -62.125",15.825,-62.125
"15.825, -62.15",15.825,-62.15
"15.825, -62.175",15.825,-62.175
"15.825, -62.2",15.825,-62.2
"15.85, -60.4",15.85,-60.4
"15.85, -60.425",15.85,-60.425
"15.85, -60.45",15.85,-60.45
"15.85, -60.475",15.85,-60.475
"15.85, -60.5",15.85,-60.5
"15.85, -60.525",15.85,-60.525
"15.85, -60.55",15.85,-60.55
"15.85, -60.575",15.85,-60.575
"15.85, -60.6",15.85,-60.6
"15.85, -60.625",15.85,-60.625
"15.85, -60.65",15.85,-60.65
"15.85, -60.675",15.85,-60.675
"15.85, -60.7",15.85,-60.7
"15.85, -60.725",15.85,-60.725
"15.85, -60.75",15.85,-60.75
"15.85, -60.775",15.85,-60.775
"15.85, -60.8",15.85,-60.8
"15.85, -60.825",15.85,-60.825
"15.85, -60.85",15.85,-60.85
"15.85, -60.875",15.85,-60.875
"15.85, -60.9",15.85,-60.9
"15.85, -60.925",15.85,-60.925
"15.85, -60.95",15.85,-60.95
"15.85, -60.975",15.85,-60.975
"15.85, -61",15.85,-61
"15.85, -61.025",15.85,-61.025
"15.85, -61.05",15.85,-61.05
"15.85, -61.075",15.85,-61.075
"15.85, -61.1",15.85,-61.1
"15.85, -61.125",15.85,-61.125
"15.85, -61.15",15.85,-61.15
"15.85, -61.175",15.85,-61.175
"15.85, -61.2",15.85,-61.2
"15.85, -61.225",15.85,-61.225
"15.85, -61.25",15.85,-61.25
"15.85, -61.275",15.85,-61.275
"15.85, -61.3",15.85,-61.3
"15.85, -61.325",15.85,-61.325
"15.85, -61.35",15.85,-61.35
"15.85, -61.375",15.85,-61.375
"15.85, -61.4",15.85,-61.4
"15.85, -61.425",15.85,-61.425
"15.85, -61.45",15.85,-61.45
"15.85, -61.475",15.85,-61.475
"15.85, -61.5",15.85,-61.5
"15.85, -61.525",15.85,-61.525
"15.85, -61.55",15.85,-61.55
"15.85, -61.575",15.85,-61.575
"15.85, -61.6",15.85,-61.6
"15.85, -61.65",15.85,-61.65
"15.85, -61.675",15.85,-61.675
"15.85, -61.7",15.85,-61.7
"15.85, -61.725",15.85,-61.725
"15.85, -61.75",15.85,-61.75
"15.85, -61.775",15.85,-61.775
"15.85, -61.8",15.85,-61.8
"15.85, -61.825",15.85,-61.825
"15.85, -61.85",15.85,-61.85
"15.85, -61.875",15.85,-61.875
"15.85, -61.9",15.85,-61.9
"15.85, -61.925",15.85,-61.925
"15.85, -61.95",15.85,-61.95
"15.85, -61.975",15.85,-61.975
"15.85, -62",15.85,-62
"15.85, -62.025",15.85,-62.025
"15.85, -62.05",15.85,-62.05
"15.85, -62.075",15.85,-62.075
"15.85, -62.1",15.85,-62.1
"15.85, -62.125",15.85,-62.125
"15.85, -62.15",15.85,-62.15
"15.85, -62.175",15.85,-62.175
"15.85, -62.2",15.85,-62.2
"15.875, -60.4",15.875,-60.4
"15.875, -60.425",15.875,-60.425
"15.875, -60.45",15.875,-60.45
"15.875, -60.475",15.875,-60.475
"15.875, -60.5",15.875,-60.5
"15.875, -60.525",15.875,-60.525
"15.875, -60.55",15.875,-60.55
"15.875, -60.575",15.875,-60.575
"15.875, -60.6",15.875,-60.6
"15.875, -60.625",15.875,-60.625
"15.875, -60.65",15.875,-60.65
"15.875, -60.675",15.875,-60.675
"15.875, -60.7",15.875,-60.7
"15.875, -60.725",15.875,-60.725
"15.875, -60.75",15.875,-60.75
"15.875, -60.775",15.875,-60.775
"15.875, -60.8",15.875,-60.8
"15.875, -60.825",15.875,-60.825
"15.875, -60.85",15.875,-60.85
"15.875, -60.875",15.875,-60.875
"15.875, -60.9",15.875,-60.9
"15.875, -60.925",15.875,-60.925
"15.875, -60.95",15.875,-60.95
"15.875, -60.975",15.875,-60.975
"15.875, -61",15.875,-61
"15.875, -61.025",15.875,-61.025
"15.875, -61.05",15.875,-61.05
"15.875, -61.075",15.875,-61.075
"15.875, -61.1",15.875,-61.1
"15.875, -61.125",15.875,-61.125
"15.875, -61.15",15.875,-61.15
"15.875, -61.175",15.875,-61.175
"15.875, -61.2",15.875,-61.2
"15.875, -61.225",15.875,-61.225
"15.875, -61.325",15.875,-61.325
"15.875, -61.35",15.875,-61.35
"15.875, -61.375",15.875,-61.375
"15.875, -61.4",15.875,-61.4
"15.875, -61.425",15.875,-61.425
"15.875, -61.45",15.875,-61.45
"15.875, -61.475",15.875,-61.475
"15.875, -61.5",15.875,-61.5
"15.875, -61.525",15.875,-61.525
"15.875, -61.55",15.875,-61.55
"15.875, -61.6",15.875,-61.6
"15.875, -61.625",15.875,-61.625
"15.875, -61.65",15.875,-61.65
"15.875, -61.675",15.875,-61.675
"15.875, -61.7",15.875,-61.7
"15.875, -61.725",15.875,-61.725
"15.875, -61.75",15.875,-61.75
"15.875, -61.775",15.875,-61.775
"15.875, -61.8",15.875,-61.8
"15.875, -61.825",15.875,-61.825
"15.875, -61.85",15.875,-61.85
"15.875, -61.875",15.875,-61.875
"15.875, -61.9",15.875,-61.9
"15.875, -61.925",15.875,-61.925
"15.875, -61.95",15.875,-61.95
"15.875, -61.975",15.875,-61.975
"15.875, -62",15.875,-62
"15.875, -62.025",15.875,-62.025
"15.875, -62.05",15.875,-62.05
"15.875, -62.075",15.875,-62.075
"15.875, -62.1",15.875,-62.1
"15.875, -62.125",15.875,-62.125
"15.875, -62.15",15.875,-62.15
"15.875, -62.175",15.875,-62.175
"15.875, -62.2",15.875,-62.2
"15.9, -60.4",15.9,-60.4
"15.9, -60.425",15.9,-60.425
"15.9, -60.45",15.9,-60.45
"15.9, -60.475",15.9,-60.475
"15.9, -60.5",15.9,-60.5
"15.9, -60.525",15.9,-60.525
"15.9, -60.55",15.9,-60.55
"15.9, -60.575",15.9,-60.575
"15.9, -60.6",15.9,-60.6
"15.9, -60.625",15.9,-60.625
"15.9, -60.65",15.9,-60.65
"15.9, -60.675",15.9,-60.675
"15.9, -60.7",15.9,-60.7
"15.9, -60.725",15.9,-60.725
"15.9, -60.75",15.9,-60.75
"15.9, -60.775",15.9,-60.775
"15.9, -60.8",15.9,-60.8
"15.9, -60.825",15.9,-60.825
"15.9, -60.85",15.9,-60.85
"15.9, -60.875",15.9,-60.875
"15.9, -60.9",15.9,-60.9
"15.9, -60.925",15.9,-60.925
"15.9, -60.95",15.9,-60.95
"15.9, -60.975",15.9,-60.975
"15.9, -61",15.9,-61
"15.9, -61.025",15.9,-61.025
"15.9, -61.05",15.9,-61.05
"15.9, -61.075",15.9,-61.075
"15.9, -61.1",15.9,-61.1
"15.9, -61.125",15.9,-61.125
"15.9, -61.15",15.9,-61.15
"15.9, -61.175",15.9,-61.175
"15.9, -61.2",15.9,-61.2
"15.9, -61.35",15.9,-61.35
"15.9, -61.375",15.9,-61.375
"15.9, -61.4",15.9,-61.4
"15.9, -61.425",15.9,-61.425
"15.9, -61.45",15.9,-61.45
"15.9, -61.475",15.9,-61.475
"15.9, -61.5",15.9,-61.5
"15.9, -61.525",15.9,-61.525
"15.9, -61.55",15.9,-61.55
"15.9, -61.575",15.9,-61.575
"15.9, -61.6",15.9,-61.6
"15.9, -61.625",15.9,-61.625
"15.9, -61.65",15.9,-61.65
"15.9, -61.675",15.9,-61.675
"15.9, -61.7",15.9,-61.7
"15.9, -61.725",15.9,-61.725
"15.9, -61.75",15.9,-61.75
"15.9, -61.775",15.9,-61.775
"15.9, -61.8",15.9,-61.8
"15.9, -61.825",15.9,-61.825
"15.9, -61.85",15.9,-61.85
"15.9, -61.875",15.9,-61.875
"15.9, -61.9",15.9,-61.9
"15.9, -61.925",15.9,-61.925
"15.9, -61.95",15.9,-61.95
"15.9, -61.975",15.9,-61.975
"15.9, -62",15.9,-62
"15.9, -62.025",15.9,-62.025
"15.9, -62.05",15.9,-62.05
"15.9, -62.075",15.9,-62.075
"15.9, -62.1",15.9,-62.1
"15.9, -62.125",15.9,-62.125
"15.9, -62.15",15.9,-62.15
"15.9, -62.175",15.9,-62.175
"15.9, -62.2",15.9,-62.2
"15.925, -60.4",15.925,-60.4
"15.925, -60.425",15.925,-60.425
"15.925, -60.45",15.925,-60.45
"15.925, -60.475",15.925,-60.475
"15.925, -60.5",15.925,-60.5
"15.925, -60.525",15.925,-60.525
"15.925, -60.55",15.925,-60.55
"15.925, -60.575",15.925,-60.575
"15.925, -60.6",15.925,-60.6
"15.925, -60.625",15.925,-60.625
"15.925, -60.65",15.925,-60.65
"15.925, -60.675",15.925,-60.675
"15.925, -60.7",15.925,-60.7
"15.925, -60.725",15.925,-60.725
"15.925, -60.75",15.925,-60.75
"15.925, -60.775",15.925,-60.775
"15.925, -60.8",15.925,-60.8
"15.925, -60.825",15.925,-60.825
"15.925, -60.85",15.925,-60.85
"15.925, -60.875",15.925,-60.875
"15.925, -60.9",15.925,-60.9
"15.925, -60.925",15.925,-60.925
"15.925, -60.95",15.925,-60.95
"15.925, -60.975",15.925,-60.975
"15.925, -61",15.925,-61
"15.925, -61.025",15.925,-61.025
"15.925, -61.05",15.925,-61.05
"15.925, -61.075",15.925,-61.075
"15.925, -61.1",15.925,-61.1
"15.925, -61.125",15.925,-61.125
"15.925, -61.15",15.925,-61.15
"15.925, -61.175",15.925,-61.175
"15.925, -61.35",15.925,-61.35
"15.925, -61.375",15.925,-61.375
"15.925, -61.4",15.925,-61.4
