coords,lat,lon
"15.925, -61.425",15.925,-61.425
"15.925, -61.45",15.925,-61.45
"15.925, -61.475",15.925,-61.475
"15.925, -61.5",15.925,-61.5
"15.925, -61.525",15.925,-61.525
"15.925, -61.55",15.925,-61.55
"15.925, -61.575",15.925,-61.575
"15.925, -61.6",15.925,-61.6
"15.925, -61.625",15.925,-61.625
"15.925, -61.65",15.925,-61.65
"15.925, -61.675",15.925,-61.675
"15.925, -61.7",15.925,-61.7
"15.925, -61.725",15.925,-61.725
"15.925, -61.75",15.925,-61.75
"15.925, -61.775",15.925,-61.775
"15.925, -61.8",15.925,-61.8
"15.925, -61.825",15.925,-61.825
"15.925, -61.85",15.925,-61.85
"15.925, -61.875",15.925,-61.875
"15.925, -61.9",15.925,-61.9
"15.925, -61.925",15.925,-61.925
"15.925, -61.95",15.925,-61.95
"15.925, -61.975",15.925,-61.975
"15.925, -62",15.925,-62
"15.925, -62.025",15.925,-62.025
"15.925, -62.05",15.925,-62.05
"15.925, -62.075",15.925,-62.075
"15.925, -62.1",15.925,-62.1
"15.925, -62.125",15.925,-62.125
"15.925, -62.15",15.925,-62.15
"15.925, -62.175",15.925,-62.175
"15.925, -62.2",15.925,-62.2
"15.95, -60.4",15.95,-60.4
"15.95, -60.425",15.95,-60.425
"15.95, -60.45",15.95,-60.45
"15.95, -60.475",15.95,-60.475
"15.95, -60.5",15.95,-60.5
"15.95, -60.525",15.95,-60.525
"15.95, -60.55",15.95,-60.55
"15.95, -60.575",15.95,-60.575
"15.95, -60.6",15.95,-60.6
"15.95, -60.625",15.95,-60.625
"15.95, -60.65",15.95,-60.65
"15.95, -60.675",15.95,-60.675
"15.95, -60.7",15.95,-60.7
"15.95, -60.725",15.95,-60.725
"15.95, -60.75",15.95,-60.75
"15.95, -60.775",15.95,-60.775
"15.95, -60.8",15.95,-60.8
"15.95, -60.825",15.95,-60.825
"15.95, -60.85",15.95,-60.85
"15.95, -60.875",15.95,-60.875
"15.95, -60.9",15.95,-60.9
"15.95, -60.925",15.95,-60.925
"15.95, -60.95",15.95,-60.95
"15.95, -60.975",15.95,-60.975
"15.95, -61",15.95,-61
"15.95, -61.025",15.95,-61.025
"15.95, -61.05",15.95,-61.05
"15.95, -61.075",15.95,-61.075
"15.95, -61.1",15.95,-61.1
"15.95, -61.125",15.95,-61.125
"15.95, -61.15",15.95,-61.15
"15.95, -61.175",15.95,-61.175
"15.95, -61.2",15.95,-61.2
"15.95, -61.325",15.95,-61.325
"15.95, -61.35",15.95,-61.35
"15.95, -61.375",15.95,-61.375
"15.95, -61.4",15.95,-61.4
"15.95, -61.425",15.95,-61.425
"15.95, -61.45",15.95,-61.45
"15.95, -61.475",15.95,-61.475
"15.95, -61.5",15.95,-61.5
"15.95, -61.525",15.95,-61.525
"15.95, -61.55",15.95,-61.55
"15.95, -61.575",15.95,-61.575
"15.95, -61.6",15.95,-61.6
"15.95, -61.625",15.95,-61.625
"15.95, -61.65",15.95,-61.65
"15.95, -61.675",15.95,-61.675
"15.95, -61.725",15.95,-61.725
"15.95, -61.75",15.95,-61.75
"15.95, -61.775",15.95,-61.775
"15.95, -61.8",15.95,-61.8
"15.95, -61.825",15.95,-61.825
"15.95, -61.85",15.95,-61.85
"15.95, -61.875",15.95,-61.875
"15.95, -61.9",15.95,-61.9
"15.95, -61.925",15.95,-61.925
"15.95, -61.95",15.95,-61.95
"15.95, -61.975",15.95,-61.975
"15.95, -62",15.95,-62
"15.95, -62.025",15.95,-62.025
"15.95, -62.05",15.95,-62.05
"15.95, -62.075",15.95,-62.075
"15.95, -62.1",15.95,-62.1
"15.95, -62.125",15.95,-62.125
"15.95, -62.15",15.95,-62.15
"15.95, -62.175",15.95,-62.175
"15.95, -62.2",15.95,-62.2
"15.975, -60.4",15.975,-60.4
"15.975, -60.425",15.975,-60.425
"15.975, -60.45",15.975,-60.45
"15.975, -60.475",15.975,-60.475
"15.975, -60.5",15.975,-60.5
"15.975, -60.525",15.975,-60.525
"15.975, -60.55",15.975,-60.55
"15.975, -60.575",15.975,-60.575
"15.975, -60.6",15.975,-60.6
"15.975, -60.625",15.975,-60.625
"15.975, -60.65",15.975,-60.65
"15.975, -60.675",15.975,-60.675
"15.975, -60.7",15.975,-60.7
"15.975, -60.725",15.975,-60.725
"15.975, -60.75",15.975,-60.75
"15.975, -60.775",15.975,-60.775
"15.975, -60.8",15.975,-60.8
"15.975, -60.825",15.975,-60.825
"15.975, -60.85",15.975,-60.85
"15.975, -60.875",15.975,-60.875
"15.975, -60.9",15.975,-60.9
"15.975, -60.925",15.975,-60.925
"15.975, -60.95",15.975,-60.95
"15.975, -60.975",15.975,-60.975
"15.975, -61",15.975,-61
"15.975, -61.025",15.975,-61.025
"15.975, -61.05",15.975,-61.05
"15.975, -61.075",15.975,-61.075
"15.975, -61.1",15.975,-61.1
"15.975, -61.125",15.975,-61.125
"15.975, -61.15",15.975,-61.15
"15.975, -61.175",15.975,-61.175
"15.975, -61.2",15.975,-61.2
"15.975, -61.225",15.975,-61.225
"15.975, -61.325",15.975,-61.325
"15.975, -61.35",15.975,-61.35
"15.975, -61.375",15.975,-61.375
"15.975, -61.4",15.975,-61.4
"15.975, -61.425",15.975,-61.425
"15.975, -61.45",15.975,-61.45
"15.975, -61.475",15.975,-61.475
"15.975, -61.5",15.975,-61.5
"15.975, -61.525",15.975,-61.525
"15.975, -61.55",15.975,-61.55
"15.975, -61.575",15.975,-61.575
"15.975, -61.6",15.975,-61.6
"15.975, -61.725",15.975,-61.725
"15.975, -61.75",15.975,-61.75
"15.975, -61.775",15.975,-61.775
"15.975, -61.8",15.975,-61.8
"15.975, -61.825",15.975,-61.825
"15.975, -61.85",15.975,-61.85
"15.975, -61.875",15.975,-61.875
"15.975, -61.9",15.975,-61.9
"15.975, -61.925",15.975,-61.925
"15.975, -61.95",15.975,-61.95
"15.975, -61.975",15.975,-61.975
"15.975, -62",15.975,-62
"15.975, -62.025",15.975,-62.025
"15.975, -62.05",15.975,-62.05
"15.975, -62.075",15.975,-62.075
"15.975, -62.1",15.975,-62.1
"15.975, -62.125",15.975,-62.125
"15.975, -62.15",15.975,-62.15
"15.975, -62.175",15.975,-62.175
"15.975, -62.2",15.975,-62.2
"16, -60.4",16,-60.4
"16, -60.425",16,-60.425
"16, -60.45",16,-60.45
"16, -60.475",16,-60.475
"16, -60.5",16,-60.5
"16, -60.525",16,-60.525
"16, -60.55",16,-60.55
"16, -60.575",16,-60.575
"16, -60.6",16,-60.6
"16, -60.625",16,-60.625
"16, -60.65",16,-60.65
"16, -60.675",16,-60.675
"16, -60.7",16,-60.7
"16, -60.725",16,-60.725
"16, -60.75",16,-60.75
"16, -60.775",16,-60.775
"16, -60.8",16,-60.8
"16, -60.825",16,-60.825
"16, -60.85",16,-60.85
"16, -60.875",16,-60.875
"16, -60.9",16,-60.9
"16, -60.925",16,-60.925
"16, -60.95",16,-60.95
"16, -60.975",16,-60.975
"16, -61",16,-61
"16, -61.025",16,-61.025
"16, -61.05",16,-61.05
"16, -61.075",16,-61.075
"16, -61.1",16,-61.1
"16, -61.125",16,-61.125
"16, -61.15",16,-61.15
"16, -61.175",16,-61.175
"16, -61.2",16,-61.2
"16, -61.225",16,-61.225
"16, -61.25",16,-61.25
"16, -61.3",16,-61.3
"16, -61.325",16,-61.325
"16, -61.35",16,-61.35
"16, -61.375",16,-61.375
"16, -61.4",16,-61.4
"16, -61.425",16,-61.425
"16, -61.45",16,-61.45
"16, -61.475",16,-61.475
"16, -61.5",16,-61.5
"16, -61.525",16,-61.525
"16, -61.55",16,-61.55
"16, -61.575",16,-61.575
"16, -61.6",16,-61.6
"16, -61.75",16,-61.75
"16, -61.775",16,-61.775
"16, -61.8",16,-61.8
"16, -61.825",16,-61.825
"16, -61.85",16,-61.85
"16, -61.875",16,-61.875
"16, -61.9",16,-61.9
"16, -61.925",16,-61.925
"16, -61.95",16,-61.95
"16, -61.975",16,-61.975
"16, -62",16,-62
"16, -62.025",16,-62.025
"16, -62.05",16,-62.05
"16, -62.075",16,-62.075
"16, -62.1",16,-62.1
"16, -62.125",16,-62.125
"16, -62.15",16,-62.15
"16, -62.175",16,-62.175
"16, -62.2",16,-62.2
"16.025, -60.4",16.025,-60.4
"16.025, -60.425",16.025,-60.425
"16.025, -60.45",16.025,-60.45
"16.025, -60.475",16.025,-60.475
"16.025, -60.5",16.025,-60.5
"16.025, -60.525",16.025,-60.525
"16.025, -60.55",16.025,-60.55
"16.025, -60.575",16.025,-60.575
"16.025, -60.6",16.025,-60.6
"16.025, -60.625",16.025,-60.625
"16.025, -60.65",16.025,-60.65
"16.025, -60.675",16.025,-60.675
"16.025, -60.7",16.025,-60.7
"16.025, -60.725",16.025,-60.725
"16.025, -60.75",16.025,-60.75
"16.025, -60.775",16.025,-60.775
"16.025, -60.8",16.025,-60.8
"16.025, -60.825",16.025,-60.825
"16.025, -60.85",16.025,-60.85
"16.025, -60.875",16.025,-60.875
"16.025, -60.9",16.025,-60.9
"16.025, -60.925",16.025,-60.925
"16.025, -60.95",16.025,-60.95
"16.025, -60.975",16.025,-60.975
"16.025, -61",16.025,-61
"16.025, -61.025",16.025,-61.025
"16.025, -61.05",16.025,-61.05
"16.025, -61.075",16.025,-61.075
"16.025, -61.1",16.025,-61.1
"16.025, -61.125",16.025,-61.125
"16.025, -61.15",16.025,-61.15
"16.025, -61.175",16.025,-61.175
"16.025, -61.2",16.025,-61.2
"16.025, -61.225",16.025,-61.225
"16.025, -61.25",16.025,-61.25
"16.025, -61.275",16.025,-61.275
"16.025, -61.3",16.025,-61.3
"16.025, -61.325",16.025,-61.325
"16.025, -61.35",16.025,-61.35
"16.025, -61.375",16.025,-61.375
"16.025, -61.4",16.025,-61.4
"16.025, -61.425",16.025,-61.425
"16.025, -61.45",16.025,-61.45
"16.025, -61.475",16.025,-61.475
"16.025, -61.5",16.025,-61.5
"16.025, -61.525",16.025,-61.525
"16.025, -61.55",16.025,-61.55
"16.025, -61.75",16.025,-61.75
"16.025, -61.775",16.025,-61.775
"16.025, -61.8",16.025,-61.8
"16.025, -61.825",16.025,-61.825
"16.025, -61.85",16.025,-61.85
"16.025, -61.875",16.025,-61.875
"16.025, -61.9",16.025,-61.9
"16.025, -61.925",16.025,-61.925
"16.025, -61.95",16.025,-61.95
"16.025, -61.975",16.025,-61.975
"16.025, -62",16.025,-62
"16.025, -62.025",16.025,-62.025
"16.025, -62.05",16.025,-62.05
"16.025, -62.075",16.025,-62.075
"16.025, -62.1",16.025,-62.1
"16.025, -62.125",16.025,-62.125
"16.025, -62.15",16.025,-62.15
"16.025, -62.175",16.025,-62.175
"16.025, -62.2",16.025,-62.2
"16.05, -60.4",16.05,-60.4
"16.05, -60.425",16.05,-60.425
"16.05, -60.45",16.05,-60.45
"16.05, -60.475",16.05,-60.475
"16.05, -60.5",16.05,-60.5
"16.05, -60.525",16.05,-60.525
"16.05, -60.55",16.05,-60.55
"16.05, -60.575",16.05,-60.575
"16.05, -60.6",16.05,-60.6
"16.05, -60.625",16.05,-60.625
"16.05, -60.65",16.05,-60.65
"16.05, -60.675",16.05,-60.675
"16.05, -60.7",16.05,-60.7
"16.05, -60.725",16.05,-60.725
"16.05, -60.75",16.05,-60.75
"16.05, -60.775",16.05,-60.775
"16.05, -60.8",16.05,-60.8
"16.05, -60.825",16.05,-60.825
"16.05, -60.85",16.05,-60.85
"16.05, -60.875",16.05,-60.875
"16.05, -60.9",16.05,-60.9
"16.05, -60.925",16.05,-60.925
"16.05, -60.95",16.05,-60.95
"16.05, -60.975",16.05,-60.975
"16.05, -61",16.05,-61
"16.05, -61.025",16.05,-61.025
"16.05, -61.05",16.05,-61.05
"16.05, -61.075",16.05,-61.075
"16.05, -61.1",16.05,-61.1
"16.05, -61.125",16.05,-61.125
"16.05, -61.15",16.05,-61.15
"16.05, -61.175",16.05,-61.175
"16.05, -61.2",16.05,-61.2
"16.05, -61.225",16.05,-61.225
"16.05, -61.25",16.05,-61.25
"16.05, -61.275",16.05,-61.275
"16.05, -61.3",16.05,-61.3
"16.05, -61.325",16.05,-61.325
"16.05, -61.35",16.05,-61.35
"16.05, -61.375",16.05,-61.375
"16.05, -61.4",16.05,-61.4
"16.05, -61.425",16.05,-61.425
"16.05, -61.45",16.05,-61.45
"16.05, -61.475",16.05,-61.475
"16.05, -61.5",16.05,-61.5
"16.05, -61.525",16.05,-61.525
"16.05, -61.55",16.05,-61.55
"16.05, -61.775",16.05,-61.775
"16.05, -61.8",16.05,-61.8
"16.05, -61.825",16.05,-61.825
"16.05, -61.85",16.05,-61.85
"16.05, -61.875",16.05,-61.875
"16.05, -61.9",16.05,-61.9
"16.05, -61.925",16.05,-61.925
"16.05, -61.95",16.05,-61.95
"16.05, -61.975",16.05,-61.975
"16.05, -62",16.05,-62
"16.05, -62.025",16.05,-62.025
"16.05, -62.05",16.05,-62.05
"16.05, -62.075",16.05,-62.075
"16.05, -62.1",16.05,-62.1
"16.05, -62.125",16.05,-62.125
"16.05, -62.15",16.05,-62.15
"16.05, -62.175",16.05,-62.175
"16.05, -62.2",16.05,-62.2
"16.075, -60.4",16.075,-60.4
"16.075, -60.425",16.075,-60.425
"16.075, -60.45",16.075,-60.45
"16.075, -60.475",16.075,-60.475
"16.075, -60.5",16.075,-60.5
"16.075, -60.525",16.075,-60.525
"16.075, -60.55",16.075,-60.55
"16.075, -60.575",16.075,-60.575
"16.075, -60.6",16.075,-60.6
"16.075, -60.625",16.075,-60.625
"16.075, -60.65",16.075,-60.65
"16.075, -60.675",16.075,-60.675
"16.075, -60.7",16.075,-60.7
"16.075, -60.725",16.075,-60.725
"16.075, -60.75",16.075,-60.75
"16.075, -60.775",16.075,-60.775
"16.075, -60.8",16.075,-60.8
"16.075, -60.825",16.075,-60.825
"16.075, -60.85",16.075,-60.85
"16.075, -60.875",16.075,-60.875
"16.075, -60.9",16.075,-60.9
"16.075, -60.925",16.075,-60.925
"16.075, -60.95",16.075,-60.95
"16.075, -60.975",16.075,-60.975
"16.075, -61",16.075,-61
"16.075, -61.025",16.075,-61.025
"16.075, -61.05",16.075,-61.05
"16.075, -61.075",16.075,-61.075
"16.075, -61.1",16.075,-61.1
"16.075, -61.125",16.075,-61.125
"16.075, -61.15",16.075,-61.15
"16.075, -61.175",16.075,-61.175
"16.075, -61.2",16.075,-61.2
"16.075, -61.225",16.075,-61.225
"16.075, -61.25",16.075,-61.25
"16.075, -61.275",16.075,-61.275
"16.075, -61.3",16.075,-61.3
"16.075, -61.325",16.075,-61.325
"16.075, -61.35",16.075,-61.35
"16.075, -61.375",16.075,-61.375
"16.075, -61.4",16.075,-61.4
"16.075, -61.425",16.075,-61.425
"16.075, -61.45",16.075,-61.45
"16.075, -61.475",16.075,-61.475
"16.075, -61.5",16.075,-61.5
"16.075, -61.525",16.075,-61.525
"16.075, -61.55",16.075,-61.55
"16.075, -61.775",16.075,-61.775
"16.075, -61.8",16.075,-61.8
"16.075, -61.825",16.075,-61.825
"16.075, -61.85",16.075,-61.85
"16.075, -61.875",16.075,-61.875
"16.075, -61.9",16.075,-61.9
"16.075, -61.925",16.075,-61.925
"16.075, -61.95",16.075,-61.95
"16.075, -61.975",16.075,-61.975
"16.075, -62",16.075,-62
"16.075, -62.025",16.075,-62.025
"16.075, -62.05",16.075,-62.05
"16.075, -62.075",16.075,-62.075
"16.075, -62.1",16.075,-62.1
"16.075, -62.125",16.075,-62.125
"16.075, -62.15",16.075,-62.15
"16.075, -62.175",16.075,-62.175
"16.075, -62.2",16.075,-62.2
"16.1, -60.4",16.1,-60.4
"16.1, -60.425",16.1,-60.425
"16.1, -60.45",16.1,-60.45
"16.1, -60.475",16.1,-60.475
"16.1, -60.5",16.1,-60.5
"16.1, -60.525",16.1,-60.525
"16.1, -60.55",16.1,-60.55
"16.1, -60.575",16.1,-60.575
"16.1, -60.6",16.1,-60.6
"16.1, -60.625",16.1,-60.625
"16.1, -60.65",16.1,-60.65
"16.1, -60.675",16.1,-60.675
"16.1, -60.7",16.1,-60.7
"16.1, -60.725",16.1,-60.725
"16.1, -60.75",16.1,-60.75
"16.1, -60.775",16.1,-60.775
"16.1, -60.8",16.1,-60.8
"16.1, -60.825",16.1,-60.825
"16.1, -60.85",16.1,-60.85
"16.1, -60.875",16.1,-60.875
"16.1, -60.9",16.1,-60.9
"16.1, -60.925",16.1,-60.925
"16.1, -60.95",16.1,-60.95
"16.1, -60.975",16.1,-60.975
"16.1, -61",16.1,-61
"16.1, -61.025",16.1,-61.025
"16.1, -61.05",16.1,-61.05
"16.1, -61.075",16.1,-61.075
"16.1, -61.1",16.1,-61.1
"16.1, -61.125",16.1,-61.125
"16.1, -61.15",16.1,-61.15
"16.1, -61.175",16.1,-61.175
"16.1, -61.2",16.1,-61.2
"16.1, -61.225",16.1,-61.225
"16.1, -61.25",16.1,-61.25
"16.1, -61.275",16.1,-61.275
"16.1, -61.3",16.1,-61.3
"16.1, -61.325",16.1,-61.325
"16.1, -61.35",16.1,-61.35
"16.1, -61.375",16.1,-61.375
"16.1, -61.4",16.1,-61.4
"16.1, -61.425",16.1,-61.425
"16.1, -61.45",16.1,-61.45
"16.1, -61.475",16.1,-61.475
"16.1, -61.5",16.1,-61.5
"16.1, -61.525",16.1,-61.525
"16.1, -61.55",16.1,-61.55
"16.1, -61.775",16.1,-61.775
"16.1, -61.8",16.1,-61.8
"16.1, -61.825",16.1,-61.825
"16.1, -61.85",16.1,-61.85
"16.1, -61.875",16.1,-61.875
"16.1, -61.9",16.1,-61.9
"16.1, -61.925",16.1,-61.925
"16.1, -61.95",16.1,-61.95
"16.1, -61.975",16.1,-61.975
"16.1, -62",16.1,-62
"16.1, -62.025",16.1,-62.025
"16.1, -62.05",16.1,-62.05
"16.1, -62.075",16.1,-62.075
"16.1, -62.1",16.1,-62.1
"16.1, -62.125",16.1,-62.125
"16.1, -62.15",16.1,-62.15
"16.1, -62.175",16.1,-62.175
"16.1, -62.2",16.1,-62.2
"16.125, -60.4",16.125,-60.4
"16.125, -60.425",16.125,-60.425
"16.125, -60.45",16.125,-60.45
"16.125, -60.475",16.125,-60.475
"16.125, -60.5",16.125,-60.5
"16.125, -60.525",16.125,-60.525
"16.125, -60.55",16.125,-60.55
"16.125, -60.575",16.125,-60.575
"16.125, -60.6",16.125,-60.6
"16.125, -60.625",16.125,-60.625
"16.125, -60.65",16.125,-60.65
"16.125, -60.675",16.125,-60.675
"16.125, -60.7",16.125,-60.7
"16.125, -60.725",16.125,-60.725
"16.125, -60.75",16.125,-60.75
"16.125, -60.775",16.125,-60.775
"16.125, -60.8",16.125,-60.8
"16.125, -60.825",16.125,-60.825
"16.125, -60.85",16.125,-60.85
"16.125, -60.875",16.125,-60.875
"16.125, -60.9",16.125,-60.9
"16.125, -60.925",16.125,-60.925
"16.125, -60.95",16.125,-60.95
"16.125, -60.975",16.125,-60.975
"16.125, -61",16.125,-61
"16.125, -61.025",16.125,-61.025
"16.125, -61.05",16.125,-61.05
"16.125, -61.075",16.125,-61.075
"16.125, -61.1",16.125,-61.1
"16.125, -61.125",16.125,-61.125
"16.125, -61.15",16.125,-61.15
"16.125, -61.175",16.125,-61.175
"16.125, -61.2",16.125,-61.2
"16.125, -61.225",16.125,-61.225
"16.125, -61.25",16.125,-61.25
"16.125, -61.275",16.125,-61.275
"16.125, -61.3",16.125,-61.3
"16.125, -61.325",16.125,-61.325
"16.125, -61.35",16.125,-61.35
"16.125, -61.375",16.125,-61.375
"16.125, -61.4",16.125,-61.4
"16.125, -61.425",16.125,-61.425
"16.125, -61.45",16.125,-61.45
"16.125, -61.475",16.125,-61.475
"16.125, -61.5",16.125,-61.5
"16.125, -61.525",16.125,-61.525
"16.125, -61.55",16.125,-61.55
"16.125, -61.775",16.125,-61.775
"16.125, -61.8",16.125,-61.8
"16.125, -61.825",16.125,-61.825
"16.125, -61.85",16.125,-61.85
"16.125, -61.875",16.125,-61.875
"16.125, -61.9",16.125,-61.9
"16.125, -61.925",16.125,-61.925
"16.125, -61.95",16.125,-61.95
"16.125, -61.975",16.125,-61.975
"16.125, -62",16.125,-62
"16.125, -62.025",16.125,-62.025
"16.125, -62.05",16.125,-62.05
"16.125, -62.075",16.125,-62.075
"16.125, -62.1",16.125,-62.1
"16.125, -62.125",16.125,-62.125
"16.125, -62.15",16.125,-62.15
"16.125, -62.175",16.125,-62.175
"16.125, -62.2",16.125,-62.2
"16.15, -60.4",16.15,-60.4
"16.15, -60.425",16.15,-60.425
"16.15, -60.45",16.15,-60.45
"16.15, -60.475",16.15,-60.475
"16.15, -60.5",16.15,-60.5
"16.15, -60.525",16.15,-60.525
"16.15, -60.55",16.15,-60.55
"16.15, -60.575",16.15,-60.575
"16.15, -60.6",16.15,-60.6
"16.15, -60.625",16.15,-60.625
"16.15, -60.65",16.15,-60.65
"16.15, -60.675",16.15,-60.675
"16.15, -60.7",16.15,-60.7
"16.15, -60.725",16.15,-60.725
"16.15, -60.75",16.15,-60.75
"16.15, -60.775",16.15,-60.775
"16.15, -60.8",16.15,-60.8
"16.15, -60.825",16.15,-60.825
"16.15, -60.85",16.15,-60.85
"16.15, -60.875",16.15,-60.875
"16.15, -60.9",16.15,-60.9
"16.15, -60.925",16.15,-60.925
"16.15, -60.95",16.15,-60.95
"16.15, -60.975",16.15,-60.975
"16.15, -61",16.15,-61
"16.15, -61.025",16.15,-61.025
"16.15, -61.05",16.15,-61.05
"16.15, -61.075",16.15,-61.075
"16.15, -61.1",16.15,-61.1
"16.15, -61.125",16.15,-61.125
"16.15, -61.15",16.15,-61.15
"16.15, -61.175",16.15,-61.175
"16.15, -61.2",16.15,-61.2
"16.15, -61.225",16.15,-61.225
"16.15, -61.25",16.15,-61.25
"16.15, -61.275",16.15,-61.275
"16.15, -61.3",16.15,-61.3
"16.15, -61.325",16.15,-61.325
"16.15, -61.35",16.15,-61.35
"16.15, -61.375",16.15,-61.375
"16.15, -61.4",16.15,-61.4
"16.15, -61.425",16.15,-61.425
"16.15, -61.45",16.15,-61.45
"16.15, -61.475",16.15,-61.475
"16.15, -61.5",16.15,-61.5
"16.15, -61.525",16.15,-61.525
"16.15, -61.55",16.15,-61.55
"16.15, -61.575",16.15,-61.575
"16.15, -61.8",16.15,-61.8
"16.15, -61.825",16.15,-61.825
"16.15, -61.85",16.15,-61.85
"16.15, -61.875",16.15,-61.875
"16.15, -61.9",16.15,-61.9
"16.15, -61.925",16.15,-61.925
"16.15, -61.95",16.15,-61.95
"16.15, -61.975",16.15,-61.975
"16.15, -62",16.15,-62
"16.15, -62.025",16.15,-62.025
"16.15, -62.05",16.15,-62.05
"16.15, -62.075",16.15,-62.075
"16.15, -62.1",16.15,-62.1
"16.15, -62.125",16.15,-62.125
"16.15, -62.15",16.15,-62.15
"16.15, -62.175",16.15,-62.175
"16.15, -62.2",16.15,-62.2
"16.175, -60.4",16.175,-60.4
"16.175, -60.425",16.175,-60.425
"16.175, -60.45",16.175,-60.45
"16.175, -60.475",16.175,-60.475
"16.175, -60.5",16.175,-60.5
"16.175, -60.525",16.175,-60.525
"16.175, -60.55",16.175,-60.55
"16.175, -60.575",16.175,-60.575
"16.175, -60.6",16.175,-60.6
"16.175, -60.625",16.175,-60.625
"16.175, -60.65",16.175,-60.65
"16.175, -60.675",16.175,-60.675
"16.175, -60.7",16.175,-60.7
"16.175, -60.725",16.175,-60.725
"16.175, -60.75",16.175,-60.75
"16.175, -60.775",16.175,-60.775
"16.175, -60.8",16.175,-60.8
"16.175, -60.825",16.175,-60.825
"16.175, -60.85",16.175,-60.85
"16.175, -60.875",16.175,-60.875
"16.175, -60.9",16.175,-60.9
"16.175, -60.925",16.175,-60.925
"16.175, -60.95",16.175,-60.95
"16.175, -60.975",16.175,-60.975
"16.175, -61",16.175,-61
"16.175, -61.025",16.175,-61.025
"16.175, -61.05",16.175,-61.05
"16.175, -61.075",16.175,-61.075
"16.175, -61.1",16.175,-61.1
"16.175, -61.125",16.175,-61.125
"16.175, -61.15",16.175,-61.15
"16.175, -61.175",16.175,-61.175
"16.175, -61.2",16.175,-61.2
"16.175, -61.225",16.175,-61.225
"16.175, -61.25",16.175,-61.25
"16.175, -61.275",16.175,-61.275
"16.175, -61.3",16.175,-61.3
"16.175, -61.325",16.175,-61.325
"16.175, -61.35",16.175,-61.35
"16.175, -61.375",16.175,-61.375
"16.175, -61.4",16.175,-61.4
"16.175, -61.425",16.175,-61.425
"16.175, -61.45",16.175,-61.45
"16.175, -61.475",16.175,-61.475
"16.175, -61.5",16.175,-61.5
"16.175, -61.525",16.175,-61.525
"16.175, -61.55",16.175,-61.55
"16.175, -61.575",16.175,-61.575
"16.175, -61.8",16.175,-61.8
"16.175, -61.825",16.175,-61.825
"16.175, -61.85",16.175,-61.85
"16.175, -61.875",16.175,-61.875
"16.175, -61.9",16.175,-61.9
"16.175, -61.925",16.175,-61.925
"16.175, -61.95",16.175,-61.95
"16.175, -61.975",16.175,-61.975
"16.175, -62",16.175,-62
"16.175, -62.025",16.175,-62.025
"16.175, -62.05",16.175,-62.05
"16.175, -62.075",16.175,-62.075
"16.175, -62.1",16.175,-62.1
"16.175, -62.125",16.175,-62.125
"16.175, -62.15",16.175,-62.15
"16.175, -62.175",16.175,-62.175
"16.175, -62.2",16.175,-62.2
"16.2, -60.4",16.2,-60.4
"16.2, -60.425",16.2,-60.425
"16.2, -60.45",16.2,-60.45
"16.2, -60.475",16.2,-60.475
"16.2, -60.5",16.2,-60.5
"16.2, -60.525",16.2,-60.525
"16.2, -60.55",16.2,-60.55
"16.2, -60.575",16.2,-60.575
"16.2, -60.6",16.2,-60.6
"16.2, -60.625",16.2,-60.625
"16.2, -60.65",16.2,-60.65
"16.2, -60.675",16.2,-60.675
"16.2, -60.7",16.2,-60.7
"16.2, -60.725",16.2,-60.725
"16.2, -60.75",16.2,-60.75
"16.2, -60.775",16.2,-60.775
"16.2, -60.8",16.2,-60.8
"16.2, -60.825",16.2,-60.825
"16.2, -60.85",16.2,-60.85
"16.2, -60.875",16.2,-60.875
"16.2, -60.9",16.2,-60.9
"16.2, -60.925",16.2,-60.925
"16.2, -60.95",16.2,-60.95
"16.2, -60.975",16.2,-60.975
"16.2, -61",16.2,-61
"16.2, -61.025",16.2,-61.025
"16.2, -61.05",16.2,-61.05
"16.2, -61.075",16.2,-61.075
"16.2, -61.1",16.2,-61.1
"16.2, -61.125",16.2,-61.125
"16.2, -61.15",16.2,-61.15
"16.2, -61.175",16.2,-61.175
"16.2, -61.2",16.2,-61.2
"16.2, -61.225",16.2,-61.225
"16.2, -61.25",16.2,-61.25
"16.2, -61.275",16.2,-61.275
"16.2, -61.3",16.2,-61.3
"16.2, -61.325",16.2,-61.325
"16.2, -61.35",16.2,-61.35
"16.2, -61.375",16.2,-61.375
"16.2, -61.4",16.2,-61.4
"16.2, -61.425",16.2,-61.425
"16.2, -61.45",16.2,-61.45
"16.2, -61.475",16.2,-61.475
"16.2, -61.5",16.2,-61.5
"16.2, -61.525",16.2,-61.525
"16.2, -61.55",16.2,-61.55
"16.2, -61.575",16.2,-61.575
"16.2, -61.8",16.2,-61.8
"16.2, -61.825",16.2,-61.825
"16.2, -61.85",16.2,-61.85
"16.2, -61.875",16.2,-61.875
"16.2, -61.9",16.2,-61.9
"16.2, -61.925",16.2,-61.925
"16.2, -61.95",16.2,-61.95
"16.2, -61.975",16.2,-61.975
"16.2, -62",16.2,-62
"16.2, -62.025",16.2,-62.025
"16.2, -62.05",16.2,-62.05
"16.2, -62.075",16.2,-62.075
"16.2, -62.1",16.2,-62.1
"16.2, -62.125",16.2,-62.125
"16.2, -62.15",16.2,-62.15
"16.2, -62.175",16.2,-62.175
"16.2, -62.2",16.2,-62.2
"16.225, -60.4",16.225,-60.4
